id	rep	cite	OTName	OTUnit
10147	677	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10148	677	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10154	678	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10155	678	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10161	679	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10162	679	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10168	680	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10169	680	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10173	681	sub	Pearcy, R. W. (1974). Seasonal changes in net photosynthesis of Atriplex hymenelytra shrubs growing in Death Valley, California. Oecologia, 17(2), 111–121.	net CO2 uptake rate	micromol dm^-2 min^-1
10174	681	sub	Pearcy, R. W. (1974). Seasonal changes in net photosynthesis of Atriplex hymenelytra shrubs growing in Death Valley, California. Oecologia, 17(2), 111–121.	net CO2 uptake rate	micromol dm^-2 min^-1
10185	682	sub	Pearcy, R. W. (1974). Seasonal changes in net photosynthesis of Atriplex hymenelytra shrubs growing in Death Valley, California. Oecologia, 17(2), 111–121.	net CO2 uptake rate	micromol dm^-2 min^-1
10186	682	sub	Pearcy, R. W. (1974). Seasonal changes in net photosynthesis of Atriplex hymenelytra shrubs growing in Death Valley, California. Oecologia, 17(2), 111–121.	net CO2 uptake rate	micromol dm^-2 min^-1
10196	683	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10197	683	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10201	684	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10202	684	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10207	685	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10208	685	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10212	686	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10213	686	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10218	687	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10219	687	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10223	688	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10224	688	sub	Mooney, H. A. (1980). Photosynthetic plasticity of populations of Heliotropium curassavicum L. originating from differing thermal regimes. Oecologia, 45(3), 372–376.	net photosynthesis rate	nmol cm^-2 s^-1
10228	689	sub	Pétron, G., Harley, P., Greenberg, J., & Guenther, A. (2001). Seasonal temperature variations influence isoprene emission. Geophysical Research Letters, 28(9), 1707–1710.	net photosynthesis rate	microg C g^-1 h^-1
10229	689	sub	Pétron, G., Harley, P., Greenberg, J., & Guenther, A. (2001). Seasonal temperature variations influence isoprene emission. Geophysical Research Letters, 28(9), 1707–1710.	net photosynthesis rate	microg C g^-1 h^-1
10237	690	sub	Pétron, G., Harley, P., Greenberg, J., & Guenther, A. (2001). Seasonal temperature variations influence isoprene emission. Geophysical Research Letters, 28(9), 1707–1710.	net photosynthesis rate	microg C g^-1 h^-1
10238	690	sub	Pétron, G., Harley, P., Greenberg, J., & Guenther, A. (2001). Seasonal temperature variations influence isoprene emission. Geophysical Research Letters, 28(9), 1707–1710.	net photosynthesis rate	microg C g^-1 h^-1
10245	691	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10246	691	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10252	692	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10253	692	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10259	693	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10260	693	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10266	694	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10267	694	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10273	695	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10274	695	sub	Adams, M. S. (1970). Adaptations of Aplectrum hyemale to the environment: Effects of preconditioning temperature on net photosynthesis. Bulletin of the Torrey Botanical Club, 97(4), 219–224.	net photosynthesis rate	mg co2 dm^-2 h^-1
10282	696	sub	Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140–1148.	oxygen evolution rate	micromol o2 mg(Chl)^-1 h^-1
10283	696	sub	Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140–1148.	oxygen evolution rate	micromol o2 mg(Chl)^-1 h^-1
10291	697	sub	Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140–1148.	oxygen evolution rate	micromol o2 mg(Chl)^-1 h^-1
10292	697	sub	Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140–1148.	oxygen evolution rate	micromol o2 mg(Chl)^-1 h^-1
10301	698	sub	Aminaka, R., Taira, Y., Kashino, Y., Koike, H., & Satoh, K. (2006). Acclimation to the growth temperature and thermosensitivity of photosystem II in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 47(12), 1612–1621.	oxygen evolution rate in thylakoid membranes	micromol o2 mg(Chl)^-1 h^-1
10302	698	sub	Aminaka, R., Taira, Y., Kashino, Y., Koike, H., & Satoh, K. (2006). Acclimation to the growth temperature and thermosensitivity of photosystem II in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 47(12), 1612–1621.	oxygen evolution rate in thylakoid membranes	micromol o2 mg(Chl)^-1 h^-1
10309	699	sub	Aminaka, R., Taira, Y., Kashino, Y., Koike, H., & Satoh, K. (2006). Acclimation to the growth temperature and thermosensitivity of photosystem II in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 47(12), 1612–1621.	oxygen evolution rate in thylakoid membranes	micromol o2 mg(Chl)^-1 h^-1
10310	699	sub	Aminaka, R., Taira, Y., Kashino, Y., Koike, H., & Satoh, K. (2006). Acclimation to the growth temperature and thermosensitivity of photosystem II in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 47(12), 1612–1621.	oxygen evolution rate in thylakoid membranes	micromol o2 mg(Chl)^-1 h^-1
10317	700	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10318	700	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10322	701	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10323	701	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10327	702	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10328	702	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10332	703	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10333	703	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10337	704	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10338	704	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10342	705	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10343	705	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10347	706	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10348	706	sub	Atkin, O. K., Scheurwater, I., & Pons, T. L. (2006). High thermal acclimation potential of both photosynthesis and respiration in two lowland Plantago species in contrast to an alpine congeneric. Global Change Biology, 12(3), 500–515.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
