id	cite	CTaxa	RTaxa	RDenUnit
4102	445	Sell A.F. D. van Keuren & L.P. Madin. 2001. Predation by omnivorous copepods on early developmental stages of Calanus finmarchicus and Pseudocalaus sp. Limnology and Oceanography 46(4) 953-959.	Centropages typicus Kryer 1849	Calanus finmarchicus (Gunner 1765)	individual per arena (1)
4103	445	Sell A.F. D. van Keuren & L.P. Madin. 2001. Predation by omnivorous copepods on early developmental stages of Calanus finmarchicus and Pseudocalaus sp. Limnology and Oceanography 46(4) 953-959.	Centropages typicus Kryer 1849	Calanus finmarchicus (Gunner 1765)	individual per arena (1)
4106	3	Fedorenko A.Y. 1975. Feeding characteristic and predation impact of Chaoborus (Diptera Chaoboridae) larvae in a small lake. Limnology and Oceanography 20(2) 250-258.	Chaoborus americanus Johannsen 1903	Diaptomus tyrelli Poppe ????	individual per liter (1)
4107	3	Fedorenko A.Y. 1975. Feeding characteristic and predation impact of Chaoborus (Diptera Chaoboridae) larvae in a small lake. Limnology and Oceanography 20(2) 250-258.	Chaoborus americanus Johannsen 1903	Diaptomus tyrelli Poppe ????	individual per liter (1)
4110	2	Fedorenko A.Y. 1975. Feeding characteristic and predation impact of Chaoborus (Diptera Chaoboridae) larvae in a small lake. Limnology and Oceanography 20(2) 250-258.	Chaoborus trivittatus Loew 1862	Diaptomus tyrelli Poppe ????	individual per liter (1)
4111	2	Fedorenko A.Y. 1975. Feeding characteristic and predation impact of Chaoborus (Diptera Chaoboridae) larvae in a small lake. Limnology and Oceanography 20(2) 250-258.	Chaoborus trivittatus Loew 1862	Diaptomus tyrelli Poppe ????	individual per liter (1)
4114	450	Taylor D.L. & J.S. Collie. 2003. Effect of temperature on the functional response and foraging behaviour of the sand shrimp Crangon septemspinosa preying on juvenile winter flounder Pseudopeuronectes americanus. Marine Ecology Progress Series 262 217-234	Crangon septemspinosa Say 1818	Pseudopleuronectes americanus (Walbaum 1792)	individual per arena (1)
4115	450	Taylor D.L. & J.S. Collie. 2003. Effect of temperature on the functional response and foraging behaviour of the sand shrimp Crangon septemspinosa preying on juvenile winter flounder Pseudopeuronectes americanus. Marine Ecology Progress Series 262 217-234	Crangon septemspinosa Say 1818	Pseudopleuronectes americanus (Walbaum 1792)	individual per arena (1)
4120	140	Bergman E. 1987. Temperature-dependent differences in foraging ability of two percids Perca fluviatilis and Gymnocephalus cernuus. Environmental Biology of Fishes 19(1) 45-53.	Gymnocephalus cernuus (Linnaeus 1758)	Chaoborus obscuripes Wulp 1859	individual per arena (1)
4121	140	Bergman E. 1987. Temperature-dependent differences in foraging ability of two percids Perca fluviatilis and Gymnocephalus cernuus. Environmental Biology of Fishes 19(1) 45-53.	Gymnocephalus cernuus (Linnaeus 1758)	Chaoborus obscuripes Wulp 1859	individual per arena (1)
4126	79	Thompson D.J. 1978. Towards a realistic predator-prey model: the effect of temperature on the functional response and life history of larvae of the damselfly Ischnura elegans. Journal of Animal Ecology 47 757-767.	Ischnura elegans elegans (Vander Linden 1820)	Daphnia magna Straus 1820	individual per arena (1)
4127	79	Thompson D.J. 1978. Towards a realistic predator-prey model: the effect of temperature on the functional response and life history of larvae of the damselfly Ischnura elegans. Journal of Animal Ecology 47 757-767.	Ischnura elegans elegans (Vander Linden 1820)	Daphnia magna Straus 1820	individual per arena (1)
4136	713	McCoull C.J. R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37 323-327.	Naucoris congrex ????	Culicidae spp.	individual per arena (1)
4137	713	McCoull C.J. R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37 323-327.	Naucoris congrex ????	Culicidae spp.	individual per arena (1)
4167	708	McCaffrey J.P & R.L. Horsburgh. 1986. Functional response of Orius insidiosus (Hemiptera: Anthocoridae) to the European red mite Panonychus ulmi (Acari: Tetranychidae) at different constant temperatures. Environmental Entomology 15 532-535.	Orius insidiosus (Say 1832)	Panonychus ulmi (Koch 1836)	individual per arena (1)
4168	708	McCaffrey J.P & R.L. Horsburgh. 1986. Functional response of Orius insidiosus (Hemiptera: Anthocoridae) to the European red mite Panonychus ulmi (Acari: Tetranychidae) at different constant temperatures. Environmental Entomology 15 532-535.	Orius insidiosus (Say 1832)	Panonychus ulmi (Koch 1836)	individual per arena (1)
4172	920	Bergman E. 1987. Temperature-dependent differences in foraging ability of two percids Perca fluviatilis and Gymnocephalus cernuus. Environmental Biology of Fishes 19(1) 45-53.	Perca fluviatilis (Linnaeus 1758)	Chaoborus obscuripes Wulp 1859	individual per arena (1)
4173	920	Bergman E. 1987. Temperature-dependent differences in foraging ability of two percids Perca fluviatilis and Gymnocephalus cernuus. Environmental Biology of Fishes 19(1) 45-53.	Perca fluviatilis (Linnaeus 1758)	Chaoborus obscuripes Wulp 1859	individual per arena (1)
4178	721	Everson P. 1980. The relative activity and functional response of Phytoseiulus persimilis (Acarina: Phytoseiidae) and Tetranychus urticae (Acarina: Tetranychidae): the effect of temperature. The Canadian Entomologist 112 17-24.	Phytoseiulus persimilis DO	Tetranychus urticae Koch 1836	individual per arena (1)
4179	721	Everson P. 1980. The relative activity and functional response of Phytoseiulus persimilis (Acarina: Phytoseiidae) and Tetranychus urticae (Acarina: Tetranychidae): the effect of temperature. The Canadian Entomologist 112 17-24.	Phytoseiulus persimilis DO	Tetranychus urticae Koch 1836	individual per arena (1)
4184	687	Mohaghegh J. P. De Clercq & L. Tirry. 2001. Functional response of the predators Podisus maculiventris (Say) and Podisus nigrispinus (Dallas) (Het. Pentatomidae) to the beet armyworm Spodoptera exigua (Hubner) (Lep. Noctuidae): effect of temperature.	Podisus maculiventris DO	Spodoptera exigua Hbner 1803/08	individual per arena (1)
4185	687	Mohaghegh J. P. De Clercq & L. Tirry. 2001. Functional response of the predators Podisus maculiventris (Say) and Podisus nigrispinus (Dallas) (Het. Pentatomidae) to the beet armyworm Spodoptera exigua (Hubner) (Lep. Noctuidae): effect of temperature.	Podisus maculiventris DO	Spodoptera exigua Hbner 1803/08	individual per arena (1)
4244	691	Mohaghegh J. P. De Clercq & L. Tirry. 2001. Functional response of the predators Podisus maculiventris (Say) and Podisus nigrispinus (Dallas) (Het. Pentatomidae) to the beet armyworm Spodoptera exigua (Hubner) (Lep. Noctuidae): effect of temperature.	Podisus nigrispinus DO	Spodoptera exigua Hbner 1803/08	individual per arena (1)
4245	691	Mohaghegh J. P. De Clercq & L. Tirry. 2001. Functional response of the predators Podisus maculiventris (Say) and Podisus nigrispinus (Dallas) (Het. Pentatomidae) to the beet armyworm Spodoptera exigua (Hubner) (Lep. Noctuidae): effect of temperature.	Podisus nigrispinus DO	Spodoptera exigua Hbner 1803/08	individual per arena (1)
4304	6	Bailey P.C.E. 1989. The effect of water temperature on the functional response of the water stick insect Ranatra dispar (Heteroptera: Nepidae). Australian Journal of Ecology 14 381-386.	Ranatra dispar ????	Anisops deanei Brooks 1951	individual per arena (1)
4305	6	Bailey P.C.E. 1989. The effect of water temperature on the functional response of the water stick insect Ranatra dispar (Heteroptera: Nepidae). Australian Journal of Ecology 14 381-386.	Ranatra dispar ????	Anisops deanei Brooks 1951	individual per arena (1)
4336	695	Hull L.A. D. Asquith & P.D. Mowery. 1977. The functional response of Stethorus punctum to densities of the European red mite. Environmental Entomology 6(1) 85-90.	Stethorus punctum (LeConte 1852)	Panonychus ulmi (Koch 1836)	individual per arena (1)
4337	695	Hull L.A. D. Asquith & P.D. Mowery. 1977. The functional response of Stethorus punctum to densities of the European red mite. Environmental Entomology 6(1) 85-90.	Stethorus punctum (LeConte 1852)	Panonychus ulmi (Koch 1836)	individual per arena (1)
4341	40114	Marquez L. M. Caballos and P. Domingues. 2007. Functional response of early stages of the cuttlefish Sepia officinalis preying on the mysid Mesopodopsis slabberi. Marine Biology Research 3:462-467.	Sepia officinalis Linnaeus 1758	Mesopodopsis slabberi Van Beneden 1861	individuals per arena
4342	40114	Marquez L. M. Caballos and P. Domingues. 2007. Functional response of early stages of the cuttlefish Sepia officinalis preying on the mysid Mesopodopsis slabberi. Marine Biology Research 3:462-467.	Sepia officinalis Linnaeus 1758	Mesopodopsis slabberi Van Beneden 1861	individuals per arena
4346	40115	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Gammarus sp.	Individuals per square meter
4347	40115	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Gammarus sp.	Individuals per square meter
4352	40116	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Gammarus sp.	Individuals per square meter
4353	40116	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Gammarus sp.	Individuals per square meter
4358	40117	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Gammarus sp.	Individuals per square meter
4359	40117	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Gammarus sp.	Individuals per square meter
4364	40118	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Musca domestica Linnaeus 1758	Individuals per square meter
4365	40118	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Musca domestica Linnaeus 1758	Individuals per square meter
4370	40119	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Musca domestica Linnaeus 1758	Individuals per square meter
4371	40119	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Musca domestica Linnaeus 1758	Individuals per square meter
4376	40120	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Musca domestica Linnaeus 1758	Individuals per square meter
4377	40120	Gustafsson P. E. Bergman and L. A. Greenberg. 2010. Functional response and size-dependent foraging on aquatic and terrestrial prey by brown trout (Salmo trutta L.). Ecology of Freshwater Fish 19:170-177.	Salmo trutta L.	Musca domestica Linnaeus 1758	Individuals per square meter
4382	40121	Titelman J. and L. J. Hansson. 2006. Feeding rates of the jellyfish Aurelia aurita on fish larvae. Marine Biology 149:297-306.	Aurelia aurita	Gadus morhua	individuals per Liter
4383	40121	Titelman J. and L. J. Hansson. 2006. Feeding rates of the jellyfish Aurelia aurita on fish larvae. Marine Biology 149:297-306.	Aurelia aurita	Gadus morhua	individuals per Liter
4388	40122	Anderson T. W. 2001. Predator responses prey refuges and density-dependent mortality of a marine fish. Ecology 82:245-257.	Paralabrax clathratus	Brachyistius frenatus	individuals per arena
4389	40122	Anderson T. W. 2001. Predator responses prey refuges and density-dependent mortality of a marine fish. Ecology 82:245-257.	Paralabrax clathratus	Brachyistius frenatus	individuals per arena
4418	40123	Ljunggren L. and A. Sandstrom. 2007. Influence of visual conditions on foraging and growth of juvenile fishes with dissimilar sensory physiology. Journal of Fish Biology 70:1319-1334.	Perca fluviatilis L.	Neomysis integer	individuals per arena
4419	40123	Ljunggren L. and A. Sandstrom. 2007. Influence of visual conditions on foraging and growth of juvenile fishes with dissimilar sensory physiology. Journal of Fish Biology 70:1319-1334.	Perca fluviatilis L.	Neomysis integer	individuals per arena
4424	40124	Ljunggren L. and A. Sandstrom. 2007. Influence of visual conditions on foraging and growth of juvenile fishes with dissimilar sensory physiology. Journal of Fish Biology 70:1319-1334.	Sander lucioperca (L.)	Neomysis integer	individuals per arena
4425	40124	Ljunggren L. and A. Sandstrom. 2007. Influence of visual conditions on foraging and growth of juvenile fishes with dissimilar sensory physiology. Journal of Fish Biology 70:1319-1334.	Sander lucioperca (L.)	Neomysis integer	individuals per arena
4430	40125	Fitzsimons J. B. Williston G. Williston G. Bravener J. L. Jonas R. M. Claramunt J. E. Marsden et al. 2006. Laboratory estimates of salmonine egg predation by round gobies (Neogobius melanostomus) sculpins (Cottus cognatus and C-bairdi) and crayfish (Orconectes propinquus). Journal of Great Lakes Research 32:227-241.	Orconectes propinquus	Salvelinus namaycush	individuals per arena
4431	40125	Fitzsimons J. B. Williston G. Williston G. Bravener J. L. Jonas R. M. Claramunt J. E. Marsden et al. 2006. Laboratory estimates of salmonine egg predation by round gobies (Neogobius melanostomus) sculpins (Cottus cognatus and C-bairdi) and crayfish (Orconectes propinquus). Journal of Great Lakes Research 32:227-241.	Orconectes propinquus	Salvelinus namaycush	individuals per arena
4451	40126	Fitzsimons J. B. Williston G. Williston G. Bravener J. L. Jonas R. M. Claramunt J. E. Marsden et al. 2006. Laboratory estimates of salmonine egg predation by round gobies (Neogobius melanostomus) sculpins (Cottus cognatus and C-bairdi) and crayfish (Orconectes propinquus). Journal of Great Lakes Research 32:227-241.	Neogobius melanostomus	Salvelinus namaycush	individuals per arena
4452	40126	Fitzsimons J. B. Williston G. Williston G. Bravener J. L. Jonas R. M. Claramunt J. E. Marsden et al. 2006. Laboratory estimates of salmonine egg predation by round gobies (Neogobius melanostomus) sculpins (Cottus cognatus and C-bairdi) and crayfish (Orconectes propinquus). Journal of Great Lakes Research 32:227-241.	Neogobius melanostomus	Salvelinus namaycush	individuals per arena
4472	40127	Fitzsimons J. B. Williston G. Williston G. Bravener J. L. Jonas R. M. Claramunt J. E. Marsden et al. 2006. Laboratory estimates of salmonine egg predation by round gobies (Neogobius melanostomus) sculpins (Cottus cognatus and C-bairdi) and crayfish (Orconectes propinquus). Journal of Great Lakes Research 32:227-241.	Cottus cognatus	Salvelinus namaycush	individuals per arena
4473	40127	Fitzsimons J. B. Williston G. Williston G. Bravener J. L. Jonas R. M. Claramunt J. E. Marsden et al. 2006. Laboratory estimates of salmonine egg predation by round gobies (Neogobius melanostomus) sculpins (Cottus cognatus and C-bairdi) and crayfish (Orconectes propinquus). Journal of Great Lakes Research 32:227-241.	Cottus cognatus	Salvelinus namaycush	individuals per arena
4488	40128	Richman S. E. and J. R. Lovvorn. 2003. Effects of clam species dominance on nutrient and energy acquisition by spectacled eiders in the Bering Sea. Marine Ecology-Progress Series 261:283-297.	Melanitta fusca	Macoma balthica (Linnaeus 1758)	Individuals per square meter
4489	40128	Richman S. E. and J. R. Lovvorn. 2003. Effects of clam species dominance on nutrient and energy acquisition by spectacled eiders in the Bering Sea. Marine Ecology-Progress Series 261:283-297.	Melanitta fusca	Macoma balthica (Linnaeus 1758)	Individuals per square meter
4495	40129	Richman S. E. and J. R. Lovvorn. 2004. RELATIVE FORAGING VALUE TO LESSER SCAUP DUCKS OF NATIVE AND EXOTIC CLAMS FROM SAN FRANCISCO BAY. Ecological Applications 14:1217-1231.	Aythya affinis	Potamogeton pectinatus	Individuals per square meter
4496	40129	Richman S. E. and J. R. Lovvorn. 2004. RELATIVE FORAGING VALUE TO LESSER SCAUP DUCKS OF NATIVE AND EXOTIC CLAMS FROM SAN FRANCISCO BAY. Ecological Applications 14:1217-1231.	Aythya affinis	Potamogeton pectinatus	Individuals per square meter
4503	40130	Lovvorn J. R. and M. P. Gillingham. 1996. Food dispersion and foraging energetics: A mechanistic synthesis for field studies of avian benthivores. Ecology 77:435-451.	Aythya valisineria	Vallisneria americana.	Individuals per square meter
4504	40130	Lovvorn J. R. and M. P. Gillingham. 1996. Food dispersion and foraging energetics: A mechanistic synthesis for field studies of avian benthivores. Ecology 77:435-451.	Aythya valisineria	Vallisneria americana.	Individuals per square meter
